CODICESCUOLA,ORDINESCUOLA,AREAGEOGRAFICA,DENOMINAZIONEISTITUTORIFERIMENTO,PROVINCIA,DENOMINAZIONESCUOLA,INDIRIZZOSCUOLA,LONG_X_4326,LAT_Y_4326,Total
MIEE8GE01V,SCUOLA PRIMARIA,NORD OVEST,I.C. VIA DON STURZO,MILANO,PRIMARIA ROMANI,VIA DON STURZO 46,9.1953825,45.5414675,310
MIEE8GE02X,SCUOLA PRIMARIA,NORD OVEST,I.C. VIA DON STURZO,MILANO,PRIMARIA KENNEDY,VIA VILLORESI 21,9.195226,45.5335278,231
MIEE8GF01P,SCUOLA PRIMARIA,NORD OVEST,IC VIA BOLOGNA,MILANO,PRIMARIA PAPA GIOVANNI XXIII,VIA BOLOGNA 38,9.1851359,45.5337944,269
MIEE8GF02Q,SCUOLA PRIMARIA,NORD OVEST,IC VIA BOLOGNA,MILANO,PRIMARIA A.MANZONI,VIA MARCONI 60,9.1879514,45.5417677,188
MIEE8GG01E,SCUOLA PRIMARIA,NORD OVEST,I.C. MONTE AMIATA,MILANO,PRIMARIA VIA MINCIO,VIA MINCIO FRAZ. QUINTO STAMPI,9.1718698,45.3964883,272
MIEE8GG02G,SCUOLA PRIMARIA,NORD OVEST,I.C. MONTE AMIATA,MILANO,PRIMARIA VIA FOSCOLO,VIA FOSCOLO FRAZ. PONTESESTO,9.1751936,45.3797522,213
MIEE8GH01A,SCUOLA PRIMARIA,NORD OVEST,IC G.B. PERASSO,MILANO,PRIMARIA BOTTEGO,VIA SAN MAMETE 11,9.248121,45.510975,457
MIEE8GH02B,SCUOLA PRIMARIA,NORD OVEST,IC G.B. PERASSO,MILANO,PRIMARIA G.B.PERASSO,VIA BOTTEGO 4,9.243826025,45.50362222,329
MIMM01900D,SCUOLA SECONDARIA I GRADO,NORD OVEST,SEC.I GR S.CARRARO DALLA CHIESA,MILANO,SEC.I GR S.CARRARO DALLA CHIESA,VIA PASSIONE 12,9.20214,45.464985,141
MIMM023005,SCUOLA SECONDARIA I GRADO,NORD OVEST,SECON. I GR. CONVITTO LONGONE,MILANO,SECON. I GR. CONVITTO LONGONE,VIA OLIVETANI 9,9.168777,45.461835,319
MIMM11300B,SCUOLA SECONDARIA I GRADO,NORD OVEST,"SMS VIA VIVAIO ""PER CIECHI""",MILANO,"SMS VIA VIVAIO ""PER CIECHI""",VIA VIVAIO 7,9.2040255,45.468954,226
MIMM80901V,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC - MORANTE - FILZI,MILANO,SEC. I GRADO MORANTE - FILZI,VIA DEI GUARNERI 21,9.193557942,45.43949361,182
MIMM810013,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC A. RIZZOLI,MILANO,SECONDARIA I GRADO A. RIZZOLI,VIA VARESE 3,9.0052722,45.5168397,325
MIMM81301E,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC DON CARLO GNOCCHI,MILANO,SECONDARIA I GRADO DON GNOCCHI,VIA STEFFENINI N.96/B,9.4924597,45.1820084,197
MIMM81401A,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC CAVALIERI,MILANO,SECONDARIA I GRADO CAVALIERI,VIA ANCO MARZIO 9,9.1702845,45.459828,348
MIMM815016,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC CARDARELLI MASSAUA,MILANO,SEC. I GRADO CARDARELLI,VIA SCROSATI 4,9.1393785,45.453861,214
MIMM81701T,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC SIMONA GIORGI,MILANO,SEC. I GRADO T. CIRESOLA,VIALE BRIANZA 18,9.2128725,45.487935,464
MIMM81901D,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC I. CALVINO,MILANO,SEC. I GRADO I. CALVINO,VIA FRIGIA 4,9.222021,45.515079,308
MIMM82001N,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC BRUNO MUNARI,MILANO,SEC. I GRADO CESARE CORRENTI,VIA DELLE BETULLE 17,9.081063,45.452709,392
MIMM822019,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC MANZONI AD ORDINAM. MUSICALE,MILANO,SEC I GRADO D. ALIGHIERI,VIA BOCCACCIO 13,9.2810124,45.535054,240
MIMM823015,SCUOLA SECONDARIA I GRADO,NORD OVEST,I.C. MARCELLO CANDIA,MILANO,SEC. I GRADO LOMBARDINI,VIA MINCIO 21,9.2180475,45.439083,197
MIMM824011,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC GIUSTI - D'ASSISI,MILANO,SEC. I GRADO PANZINI,VIA GIUSTI 15/A,9.1212255,45.475731,346
MIMM82501R,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC BALILLA PAGANELLI,MILANO,SECONDARIA I GRADO ANNA FRANK,VIA FRIULI 18,9.1765148,45.599184,356
MIMM83201X,SCUOLA SECONDARIA I GRADO,NORD OVEST,I.C. SETTIMO MILANESE,MILANO,SEC. I GRADO P. SARPI,VIA BUOZZI 1,9.0550215,45.4849848,565
MIMM83301Q,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC REGINA ELENA,MILANO,SEC. I GRADO LUIGI PIRANDELLO,VIA DRIZZA 16,9.075471,45.6168755,339
MIMM836017,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC DON LORENZO MILANI,MILANO,DON CARLO GNOCCHI,VIA TRIESTE 21,8.7391074,45.5364144,189
MIMM836028,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC DON LORENZO MILANI,MILANO,ANTONIO ROSMINI,P.ZZA DONATORI E VOLONTARI DEL SANGUE,8.7763872,45.5276267,134
MIMM837013,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC G. FALCONE E P. BORSELLINO,MILANO,SEC. I GRADO E. ACERBI,VIA SAN ANTONIO,8.7806042,45.5506597,296
MIMM83801V,SCUOLA SECONDARIA I GRADO,NORD OVEST,RITA LEVI MONTALCINI,MILANO,CARLO FOSSATI,VIA FOSCOLO 4,8.8125262,45.5022737,223
MIMM83802X,SCUOLA SECONDARIA I GRADO,NORD OVEST,RITA LEVI MONTALCINI,MILANO,SECONDARIA I GRADO VIA ROMA,VIA ROMA 32,8.8174409,45.4810671,73
MIMM84001V,SCUOLA SECONDARIA I GRADO,NORD OVEST,IST. OMNICOMPRENSIVO EUROPEO,MILANO,SECONDARIA I GR. MANZONI,VIA DELLE SCUOLE 20,8.8524205,45.5393247,197
MIMM84002X,SCUOLA SECONDARIA I GRADO,NORD OVEST,IST. OMNICOMPRENSIVO EUROPEO,MILANO,SECONDARIA I GR. BUSCATE,VIA CAVALLOTTI 14,8.8171057,45.5452716,156
MIMM84201E,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC ADA NEGRI,MILANO,SECONDARIA I GRADO DON MILANI,VIA DON MILANI 3,8.811248,45.5767539,233
MIMM84202G,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC ADA NEGRI,MILANO,SEC. I GRADO A. DE GASPERI,VIA SANZIO 3,8.7860874,45.5765062,155
MIMM844016,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC ALDO MORO,MILANO,SECONDARIA I GRADO A. MANZONI,VIA XXV APRILE 1,8.9342312,45.5720494,276
MIMM845012,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC CARDUCCI,MILANO,SECONDARIA I GR. G. LEOPARDI,VIA XXIV MAGGIO 34/36,8.93883,45.58478,214
MIMM845023,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC CARDUCCI,MILANO,SEC. I GRADO G. UNGARETTI,P.ZZA 4 NOVEMBRE 3,8.9164441,45.5763863,160
MIMM84701N,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC A. STROBINO,MILANO,SEC. I GRADO D.ALIGHIERI,VIA BOCCACCIO 2/E,8.9561641,45.5933259,271
MIMM849019,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC A. MANZONI,MILANO,SEC. I GRADO RAIMONDI,VIA LOMBARDI 12,8.9445404,45.6307106,87
MIMM851019,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC D. ALIGHIERI,MILANO,SEC. I GRADO OTTOLINI,VIA MATTEOTTI2,8.9505578,45.6163709,237
MIMM852015,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC A.MANZONI,MILANO,SECONDARIA I GRADO F. TOSI,VIA S.TERESA 30,8.9230039,45.6063737,407
MIMM853011,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC NERVIANO,MILANO,SEC. I GRADO L. DA VINCI,VIA DIAZ 1,8.9765256,45.5526839,331
MIMM85401R,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC DUCA D'AOSTA,MILANO,SEC. I GRADO GIOVANNI XXIII,VIA D. ALIGHIERI 1,8.8976823,45.5070275,96
MIMM85402T,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC DUCA D'AOSTA,MILANO,SEC. I GRADO CASOREZZ0,VIA EINAUDI 7,8.9016222,45.5203647,154
MIMM85403V,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC DUCA D'AOSTA,MILANO,SEC. I GRADO S.STEFANO TICINO,VIALE REPUBBLICA 35,8.9228781,45.4878612,161
MIMM85501L,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC VIA DEI SALICI,MILANO,SEC. I GRADO D. ALIGHIERI,VIA ROBINO 25/A,8.9003099,45.5965028,397
MIMM85601C,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC ALDO MORO,MILANO,SEC. I GRADO SIMONE DA CORBETTA,P.ZZA PRIMO MAGGIO 16,8.9214978,45.4692604,545
MIMM858014,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC E. DE AMICIS,MILANO,SECONDARIA I GRADO MARCALLO,VIA AL DONATORE DI SANGUE11,8.8746094,45.4865053,195
MIMM858025,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC E. DE AMICIS,MILANO,SECONDARIA I GRADO MESERO,VIA IV NOVEMBRE 2,8.8544313,45.5020014,129
MIMM858036,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC E. DE AMICIS,MILANO,SECONDARIA I GRADO BOFFALORA,VIA ROMA 43,8.833916,45.4706155,140
MIMM860014,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC S.PELLICO,MILANO,SEC. I GRADO G. MARCONI,P.ZZA EUROPA 9,8.9443372,45.5035386,349
MIMM86201Q,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC D.ALIGHIERI DI VITTUONE,MILANO,SECONDARIA I GRADO E. FERMI,VIA PIAVE N.31,8.9546955,45.4892096,234
MIMM865017,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC SEDRIANO,MILANO,SEC. I GRADO L. PIRANDELLO,VIA ROGERIO DA SEDRIANO,8.9734088,45.4886464,358
MIMM86701V,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC GIORGIO PERLASCA,MILANO,SEC. I GRADO E. DE AMICIS,VIA MATTEOTTI 35,8.9920871,45.4779153,461
MIMM86901E,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC ERASMO DA ROTTERDAM,MILANO,SECONDARIA I GRADO ALBAIRATE,VIA ROMA 1,8.9378412,45.4203253,206
MIMM86902G,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC ERASMO DA ROTTERDAM,MILANO,SECONDARIA I GRADO CISLIANO,VIA GIOVANNI XXIII 8,9.0781532,45.5119342,227
MIMM87201A,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC ADA NEGRI,MILANO,SEC. I GRADO MOTTA VISCONTI,VIA NOVARI 1,8.9964169,45.2926,254
MIMM87202B,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC ADA NEGRI,MILANO,SECONDARIA I GR. BESATE,VIA MARANGONI 6,8.9717531,45.3139966,60
MIMM873016,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC G. RODARI,MILANO,SECONDARIA I GR. VERMEZZO,VIA CARDUCCI 2,8.9857202,45.3872224,211
MIMM874012,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC LEONARDO DA VINCI,MILANO,SECONDARIA I GRADO BRAMANTE,VIA AL CORNICIONE35,9.0388643,45.4043988,296
MIMM87601N,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC. DI ROSATE,MILANO,SECONDARIA I GR. MANZONI,VIA DELLE INDUSTRIE 1,9.0137128,45.3474814,258
MIMM87701D,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC DANTE ALIGHIERI,MILANO,SECONDARIA I GRADO D. ALIGHIERI,VIA GIOVANNI XXIII 14,9.2102472,45.3792229,407
MIMM880019,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC ORCHIDEE,MILANO,SECONDARIA I GRAD0 ALBERELLE,VIA ALBERELLE 110,9.1592984,45.3969358,202
MIMM881026,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC NOVIGLIO-CASARILE,MILANO,SECONDARIA I GRADO CASARILE,VIA BASELICA BOLOGNA 3,9.1081295,45.3177554,120
MIMM881037,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC NOVIGLIO-CASARILE,MILANO,SECONDARIA I GRADO NOVIGLIO,VIA VERDI 2/2,9.0531773,45.3590886,122
MIMM882011,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC A. BENEDETTI MICHELANGELI,MILANO,SECONDARIA I GRADO L. DA VINCI,VIA DANTE 10,9.1390295,45.3258094,257
MIMM882022,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC A. BENEDETTI MICHELANGELI,MILANO,SEC. I GRADO ZIBIDO S.GIACOMO,VIA QUASIMODO 49,9.1103398,45.3669284,155
MIMM88401L,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC BASIGLIO,MILANO,SECONDARIA I GRADO BASIGLIO,VIA R.VISCONTI/P.ZZA L. DA VINCI,9.1605472,45.3546909,310
MIMM88501C,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC DON MILANI LOCATE DI TRIULZI,MILANO,SEC. I GRADO R. LEVI MONTALCINI,VIA TOGLIATTI 2,9.220531,45.3552712,312
MIMM886018,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC MARGHERITA HACK,MILANO,SECONDARIA I GRADO S. PERTINI,VIA MATTEOTTI 3,9.1312862,45.4096208,228
MIMM887014,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC GALILEI,MILANO,SECONDARIA I GRADO G.VERDI,VIA VERDI 2,9.1148541,45.4280602,346
MIMM88801X,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC BUONARROTI,MILANO,SECONDARIA I GRADO BUONARROTI,VIA IV NOVEMBRE 38,9.1054518,45.4288266,217
MIMM88901Q,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC COPERNICO,MILANO,SEC. I GR. CAMPIONI MASCHERPA,VIA DON TORNAGHI 2,9.1117419,45.4392369,274
MIMM89001X,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC R FRANCESCHI,MILANO,SEC. I GRADO CECCO CUCINIELLO,VIA CONCORDIA 2/4,9.0689027,45.4221823,337
MIMM89301B,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC ENRICO FERMI,MILANO,SECONDARIA I GRADO E. FERMI,VIA GIOVANNI XXIII 18,9.2773471,45.4002283,296
MIMM895013,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC MONTESSORI,MILANO,SEC. I GRADO L. MILANI,VIA CAVOUR 32,9.2880419,45.397204,427
MIMM89701P,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC PAOLO FRISI,MILANO,SECONDARIA I GRADO PAOLO FRISI,VIA GIARDINO 69,9.3294929,45.351631,359
MIMM89702Q,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC PAOLO FRISI,MILANO,SECONDARIA I GRADO ALDO MORO,VIALE MARCOLINI 6,9.3398615,45.3300355,295
MIMM89801E,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC G.DEZZA,MILANO,SECONDARIA I GRADO I. CALVINO,VIA FRANCESCA MORVILLO,9.3292119,45.3522165,336
MIMM89901A,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC R.L. MONTALCINI,MILANO,SEC. I GRADO ZELO FORAMAGNO,VIA CARDUCCI 7,9.2951301,45.4311376,231
MIMM8A0013,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC G.PASCOLI,MILANO,SECONDARIA I GRA. I. CALVINO,VIA F. DI DIO 101,9.23721,45.5287282,192
MIMM8A101V,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC ANNA FRANK,MILANO,SECONDARIA I GR. EINAUDI,VIA BOCCACCIO 336,9.2397506,45.5462162,176
MIMM8A201P,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC EUGENIO CURIEL,MILANO,SECONDARIA I GRADO E. CURIEL,VIA FLEMING 11,9.4074089,45.4206553,306
MIMM8A202Q,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC EUGENIO CURIEL,MILANO,SECONDARIA I GRADO E. CURIEL,VIA DIAZ 4,9.3763886,45.4147392,114
MIMM8A301E,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC DELLA MARGHERITA,MILANO,SECONDARIA I GR. DON MILANI,VIA DEI GIARDINI 6,9.3555397,45.373985,222
MIMM8A302G,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC DELLA MARGHERITA,MILANO,SECONDARIA I GR. E. CURIEL,VIA VERDI 3,9.3465341,45.3570593,161
MIMM8A401A,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC DANIELA MAURO,MILANO,SECONDARIA I GRADO PESSANO,VIA ROMA 8,9.3892327,45.5458817,245
MIMM8A5016,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC MARTIRI DELLA LIBERTA,MILANO,SECONDARIA I GR. DON MILANI,VIA FELICE CAVALLOTTI 88,9.2316134,45.5286454,403
MIMM8A6012,SCUOLA SECONDARIA I GRADO,NORD OVEST,I.C. ALDA FAIP0',MILANO,SECONDARIA I GR C.BECCARIA,VIALE EUROPA 1,9.4329334,45.5531479,268
MIMM8A6023,SCUOLA SECONDARIA I GRADO,NORD OVEST,I.C. ALDA FAIP0',MILANO,SECONDARIA I GR. CAMBIAGO,VIA DANTE 22,9.42267,45.5716433,197
MIMM8A801N,SCUOLA SECONDARIA I GRADO,NORD OVEST,ISTITUTO COMPRENSIVO BRIANZA,MILANO,SECONDARIA I GRADO G. LEOPARDI,VIA BRIANZA 20,9.1426495,45.5560073,242
MIMM8A901D,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC GIANNI RODARI,MILANO,SECONDARIA I GR. G GALILEI,VIA AQUILEIA 1,9.1112991,45.5261859,296
MIMM8AB01P,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC FABRIZIO DE ANDRE',MILANO,SECONDARIA I GR VIRGILIO,VIA DANTE 4,9.3116254,45.4337142,482
MIMM8AF012,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC TRILUSSA,MILANO,SECONDARIA I GR. VIA A. GRAF 74,VIA GRAF 74,9.145786099,45.5122777,217
MIMM8AG01T,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC VIA VAL LAGARINA,MILANO,SECONDARIA I GR G.B. VICO,VIA ORSINI FELICE 25,9.132912,45.518022,376
MIMM8AN01E,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC M.TERESA DI CALCUTTA,MILANO,SECON. I GR. MEDA FERRARIN,VIA MONDOLFO 7,9.253826861,45.44703187,198
MIMM8AP01A,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC PIAZZA COSTA,MILANO,SECONDARIA I GR. G. MORANDI,VIA CADORNA 20-22,9.2194994,45.5523952,379
MIMM8AQ016,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC CARLO E. BUSCAGLIA,MILANO,SECONDARIA I GR. PAISIELLO,VIA PAISIELLO 2,9.2175012,45.5627438,314
MIMM8AR012,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC G. GARIBALDI,MILANO,SECONDARIA I GR. G. MARCONI,VIA MARCONI 46,9.2019243,45.552052,459
MIMM8AS01T,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC R. ZANDONAI,MILANO,SECOND.I GR. GARCIA VILLAS,VIA RISORGIMENTO 174,9.2107584,45.5676535,214
MIMM8AU01D,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC IV E. MONTALE,MILANO,SECONDARIA I GR. G.MARCONI,VIA EMILIA 1,9.2731911,45.5237965,247
MIMM8AV013,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC EMANUELA LOI,MILANO,SECONDARIA I GR. BUSTIGHERA,VIA EUROPA 4,9.33724,45.39963,335
MIMM8AW01V,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC A. MANZONI,MILANO,SECONDARIA I GR. VIA ADDA,VIA ADDA 36,9.1662076,45.5470845,275
MIMM8AX01P,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC E. FERMI,MILANO,SECONDARIA I GR. MARCONI,VIA DONIZETTI 4,9.1811401,45.5463176,370
MIMM8AY01E,SCUOLA SECONDARIA I GRADO,NORD OVEST,GIOVANNI XXIII,MILANO,SECONDARIA I GR. ZANELLI,P.ZZA MAGNOLIE 1,9.1860876,45.5512739,300
MIMM8AZ01A,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC R0VANI,MILANO,SECONDARIA I GR. FORLANINI,VIA MARCONI 44,9.2294428,45.5338404,194
MIMM8B001N,SCUOLA SECONDARIA I GRADO,NORD OVEST,I. C. CLAUDIO ABBADO,MILANO,SECONDARIA I GR. VIA PIAVE,VIA PIAVE 62,9.284774,45.5209207,411
MIMM8B2019,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC AI NOSTRI CADUTI,MILANO,SECONDARIA I GR. P.CALAMANDREI,VIA P. NENNI 2,9.51108,45.6136978,338
MIMM8B3015,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC A. DIAZ,MILANO,SECONDARIA I GR VAPRIO D'ADDA,VIA MOLETTA 12,9.5275096,45.5751778,260
MIMM8B3026,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC A. DIAZ,MILANO,SECONDARIA I GR. POZZO D'ADDA,VIA UNIONE,9.4984792,45.5690312,213
MIMM8B4011,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC LUIGI GALVANI,MILANO,SECOND. I GR. S.GREGORIO -FARA,VIA SAN GREGORIO 5 - VIA FARA 32,9.2071125,45.478152,326
MIMM8B501R,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC A.MANZONI,MILANO,SECOND. I GR. C. CACCIANIGA,VIA TORINO16,9.4517589,45.5134194,181
MIMM8B502T,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC A.MANZONI,MILANO,SECONDARIA I GR. G. PASCOLI,VIA S. QUASIMODO,9.4713286,45.4851411,145
MIMM8B601L,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC A. STOPPANI,MILANO,SEC. IGRADO S.CATERINA DA SIENA,VIA MONTEVERDI 6,9.2149875,45.481788,235
MIMM8B701C,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC PISACANE E POERIO,MILANO,SECON. I GR. LOCATELLI-ORIANI,VIA PISACANE 13,9.210996,45.470331,445
MIMM8B8018,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC TOMMASO GROSSI,MILANO,SECONDARIA I GR. TITO LIVIO,MONTE VELINO 2/4,9.2245095,45.452871,164
MIMM8B9014,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC MOROSINI MANARA,MILANO,SECONDARIA I GR. C. MANARA,VIA BEZZECCA 20,9.213498,45.460791,477
MIMM8BA01D,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC GIOVANNI XXIII,MILANO,SECONDARIA I GR. B.CROCE,VIA VENEZIA 2,9.070642,45.5884879,375
MIMM8BB019,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC A. DIAZ,MILANO,SECONDARIA I GRADO BELTRAMI,PIAZZA CARDINAL G.MASSAIA 2 MILANO,9.147726,45.460845,409
MIMM8BC015,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC VIA LAMARMORA,MILANO,SECONDARIA I GRADO E.FERMI,VIA BRAMANTE 2,9.0216416,45.5753097,400
MIMM8BD011,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC MILANO SPIGA,MILANO,SEC. I GR. S. SPIRITO G. PARINI,VIA S.SPIRITO 21,9.195606,45.470574,374
MIMM8BE01R,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC DI VIA CAIROLI,MILANO,SECOND. I GR. W. TOBAGI,VIA CAIROLI 31,9.0173498,45.5455041,320
MIMM8BF01L,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC RITA LEVI MONTALCINI,MILANO,SECONDARIA I GR. L. DA VINCI,VIA MAZZINI 24,9.3989953,45.5310462,296
MIMM8BG01C,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC MONTE GRAPPA,MILANO,SECONDARIA I GR. BUSSERO,VIA DI VITTORIO1,9.3760804,45.5320923,178
MIMM8BH018,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC DI CASSINA DE' PECCH,MILANO,SECONDARIA I GR. G.FALCONE,VIA SIRIO 2,9.3613148,45.5147767,357
MIMM8BJ014,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC DI CARUGATE,MILANO,SECONDARIA I GR. C.BARONI,VIA SAN FRANCESCO D'ASSISI 5,9.3410851,45.5522402,420
MIMM8BK01N,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC A.B. SABIN,MILANO,SECONDARIA I GR. A.B.SABIN,VIA FRATELLI CERVI,9.2688288,45.4983702,553
MIMM8BL01D,SCUOLA SECONDARIA I GRADO,NORD OVEST,I.C. IQBAL MASIH,MILANO,SECOND. I GR. VIA IQBAL MASIH,VIA IQBAL MASIH7,9.329339,45.4964689,455
MIMM8BM019,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC PIETRO MASCAGNI,MILANO,SECOND. I GR. P. MASCAGNI,VIA PIETRO MASCAGNI 11,9.4271481,45.4937502,237
MIMM8BM022,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC PIETRO MASCAGNI,MILANO,SECONDARIA I GRADO LISCATE,VIA DANTE ALIGHERI 15,9.4078348,45.4774283,146
MIMM8BN015,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC LEONARDO DA VINCI,MILANO,SECONDARIA I GR. GRAMSCI,VIA VERDI8/B,9.3905938,45.4568624,173
MIMM8BN026,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC LEONARDO DA VINCI,MILANO,SECONDARIA I GR. GINO BARTALI,S.P. 182 FRAZ. LUCINO DI RODANO,9.3531145,45.4718635,145
MIMM8BP011,SCUOLA SECONDARIA I GRADO,NORD OVEST,"I.C. ""CARLO LEVI""",MILANO,SECONDARIA I GR. VIA VOLTA,VIA VOLTA 1,9.3749793,45.4969236,272
MIMM8BR01L,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC GIOVANNI TESTORI,MILANO,SECOND. I GR. ORIO VERGANI,VIA DELLO SPORT 18,9.1377887,45.5361086,414
MIMM8BT018,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC DI PERO,MILANO,SECOND. I GR. DANTE ALIGHIERI,VIA GIOVANNI XXIII 8,9.0781532,45.5119342,267
MIMM8BU014,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC PAOLO NEGLIA,MILANO,SECONDARIA I GR. RONCHETTI,VIA GARIBALDI 55,8.9938773,45.531938,379
MIMM8BV01N,SCUOLA SECONDARIA I GRADO,NORD OVEST,IC FABRIZIO DE ANDRE',MILANO,SECONDARIA I GR. BONECCHI,VIA BEATRICE D'ESTE 2,9.030716,45.5321466,316
